URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLES PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
blackassign0044,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,0.107,0.004,0.9926,0.9926,27.27777777777778,37.37024221453287,25.859207996924262,0.03208556149732621,108,561,2.3356401384083045,6,4.659536541889483
blackassign0045,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,0.148,0.054,0.9996,0.9996,225.375,29.530201342281877,101.96208053691277,0.004232804232804233,264,1890,2.0671140939597317,63,4.470899470899471
blackassign0046,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,0.132,0.003,0.998,0.998,28.2,37.17277486910995,26.14910994764398,0.030978934324659233,142,807,2.2277486910994764,20,4.38909541511772
blackassign0047,https://insights.blackcoffer.com/evolution-of-advertising-industry/,0.097,0.017,0.994,0.994,31.523809523809526,44.827586206896555,30.540558292282437,0.027237354085603113,169,771,2.4694960212201593,5,4.597924773022049
blackassign0048,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,0.099,0.052,0.802,0.802,85.0,43.0,51.2,0.010101010101010102,43,198,2.4,5,4.494949494949495
blackassign0049,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,0.0,0.0,0.0,0.0,5.0,25.0,12.0,0.16666666666666666,1,6,1.75,0,5.166666666666667
blackassign0050,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,0.071,0.104,-0.996,-0.996,31.428571428571427,33.47222222222222,25.96031746031746,0.027925531914893616,241,1504,2.209722222222222,17,4.42686170212766
blackassign0051,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,0.071,0.022,0.9869,0.9869,28.958333333333332,36.24338624338624,26.08068783068783,0.03007518796992481,137,798,2.253968253968254,16,4.298245614035087
blackassign0052,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,0.155,0.06,0.9997,0.9997,21.102272727272727,32.795698924731184,21.559188660801567,0.04180522565320665,305,2105,2.153763440860215,51,4.190023752969121
blackassign0053,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,0.172,0.005,0.999,0.999,22.178571428571427,36.04651162790697,23.29003322259136,0.03927068723702665,124,713,2.2761627906976742,23,4.409537166900421
blackassign0054,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,0.117,0.0,0.992,0.992,28.384615384615383,24.88479262672811,21.307763204537398,0.031630170316301706,54,411,1.9400921658986174,3,4.357664233576642
blackassign0055,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,0.095,0.01,0.9956,0.9956,42.833333333333336,27.725118483412324,28.223380726698267,0.02040816326530612,117,882,2.0118483412322274,28,4.136054421768708
blackassign0056,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,0.093,0.024,0.9812,0.9812,34.61538461538461,38.22393822393823,29.13572913572914,0.024574669187145556,99,529,2.2934362934362933,6,4.342155009451796
blackassign0057,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,0.212,0.028,0.9981,0.9981,16.565217391304348,33.333333333333336,19.959420289855075,0.053613053613053616,62,429,2.338709677419355,12,4.545454545454546
blackassign0058,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,0.083,0.024,0.8241,0.8241,17.22222222222222,43.333333333333336,24.222222222222225,0.05172413793103448,39,174,2.522222222222222,5,4.844827586206897
blackassign0059,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,0.136,0.16,-0.9821,-0.9821,14.818181818181818,27.848101265822784,17.066513233601842,0.05813953488372093,110,946,2.0227848101265824,64,3.9429175475687104
blackassign0060,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,0.251,0.024,0.9929,0.9929,28.833333333333332,25.0,21.53333333333333,0.030612244897959183,24,196,2.0416666666666665,8,4.219387755102041
blackassign0061,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,0.14,0.028,0.997,0.997,31.85,38.70967741935484,28.223870967741938,0.02710027100271003,144,738,2.389784946236559,10,4.775067750677507
blackassign0062,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,0.072,0.137,-0.8692,-0.8692,25.333333333333332,26.027397260273972,20.54429223744292,0.03508771929824561,19,171,1.9863013698630136,7,4.011695906432749
blackassign0063,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,0.095,0.146,-0.9795,-0.9795,18.238095238095237,30.16759776536313,19.36227720138335,0.050239234449760764,54,418,2.100558659217877,32,4.2009569377990434
blackassign0064,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,0.049,0.047,-0.905,-0.905,32.80392156862745,42.45385450597177,30.10311042983969,0.02654867256637168,391,1921,2.3713355048859937,38,4.597084851639771
blackassign0065,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,0.114,0.044,0.9991,0.9991,36.65217391304348,28.36710369487485,26.007711043167333,0.024771136241249325,238,1857,2.0393325387365913,43,4.259019924609586
blackassign0066,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,0.104,0.052,0.9979,0.9979,19.718309859154928,29.722589167767502,19.776359610768974,0.04284852142426071,225,1657,2.050198150594452,29,4.027157513578757
blackassign0067,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,0.132,0.041,0.9982,0.9982,15.254545454545454,34.463276836158194,19.887128916281462,0.057291666666666664,122,960,2.2231638418079096,47,3.8989583333333333
blackassign0068,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,0.125,0.021,0.9995,0.9995,22.603174603174605,29.58397534668721,20.87485997994473,0.039081885856079406,192,1612,2.0431432973805856,58,3.9404466501240694
blackassign0069,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,0.167,0.035,0.9952,0.9952,33.57142857142857,35.21739130434783,27.51552795031056,0.02666666666666667,81,525,2.0739130434782607,24,4.154285714285714
blackassign0070,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,0.136,0.021,0.9996,0.9996,36.095238095238095,34.88914819136523,28.39375451464133,0.023986293546544833,299,1751,2.2252042007001167,23,4.362649914334666
blackassign0071,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,0.163,0.181,-0.9806,-0.9806,15.015384615384615,29.211087420042645,17.690588814170905,0.05721830985915493,137,1136,2.023454157782516,68,3.9172535211267605
blackassign0072,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,0.152,0.063,0.999,0.999,18.982758620689655,25.981308411214954,17.985626812761843,0.04643714971977582,139,1249,1.9140186915887851,77,3.9231385108086467
blackassign0073,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,0.144,0.101,0.9941,0.9941,33.48275862068966,24.0,22.993103448275864,0.02631578947368421,132,1102,1.9090909090909092,16,4.224137931034483
blackassign0074,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,0.123,0.059,0.9972,0.9972,25.6,38.90845070422535,25.803380281690142,0.03319502074688797,221,1205,2.3503521126760565,26,4.361825726141078
blackassign0075,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,0.162,0.176,-0.9678,-0.9678,15.873015873015873,29.484536082474225,18.14302078219604,0.05417024935511608,143,1163,2.0412371134020617,70,3.9587274290627685
blackassign0076,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,0.091,0.05,0.9757,0.9757,28.347826086956523,31.378299120234605,23.890450082876455,0.030913978494623656,107,744,2.126099706744868,11,4.189516129032258
blackassign0077,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,0.1,0.047,0.9325,0.9325,29.0,32.69230769230769,24.676923076923078,0.03048780487804878,51,328,2.141025641025641,5,4.350609756097561
blackassign0078,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,0.103,0.036,0.989,0.989,39.55555555555556,34.54987834549878,29.64217356042174,0.02219482120838471,142,811,2.24330900243309,7,4.551171393341554
blackassign0079,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,0.061,0.093,-0.9888,-0.9888,33.55882352941177,33.064516129032256,26.649335863377612,0.025373134328358207,205,1340,2.117741935483871,23,4.248507462686567
blackassign0080,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,0.092,0.057,0.9993,0.9993,18.47239263803681,28.478613968597728,18.780402642653815,0.04188078108941418,526,3892,2.0129940443963186,5,3.8412127440904418
blackassign0081,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,0.067,0.037,0.9882,0.9882,27.112903225806452,34.104046242774565,24.48677978743241,0.03299627461415647,295,1879,2.2057803468208093,38,4.404470463012241
blackassign0082,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,0.075,0.061,0.9619,0.9619,29.479166666666668,40.32634032634033,27.9222027972028,0.029357798165137616,346,1635,2.374125874125874,9,4.708868501529052
blackassign0083,https://insights.blackcoffer.com/human-rights-outlook/,0.0,0.0,0.0,0.0,5.0,20.0,10.0,0.16666666666666666,1,6,2.0,0,6.166666666666667
blackassign0084,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,0.297,0.0,0.5859,0.5859,5.5,50.0,22.200000000000003,0.15384615384615385,4,13,2.25,0,5.3076923076923075
blackassign0085,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,0.094,0.05,0.9981,0.9981,16.952380952380953,34.77765108323831,20.692012814247704,0.05265797392176529,305,1994,2.153933865450399,46,4.310932798395186
blackassign0086,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,0.163,0.018,0.9998,0.9998,22.732394366197184,31.506849315068493,21.69569747250627,0.03794762159273116,276,1871,2.106164383561644,45,4.200427578834848
blackassign0087,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,0.099,0.071,0.9849,0.9849,28.47222222222222,28.39721254355401,22.747773906310496,0.030901287553648068,163,1165,2.078397212543554,27,4.3253218884120175
blackassign0088,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,0.066,0.078,-0.916,-0.916,35.77272727272727,40.266963292547274,30.415876226109823,0.023655913978494623,362,1860,2.371523915461624,11,4.409139784946237
blackassign0089,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,0.09,0.111,-0.974,-0.974,27.272727272727273,32.04868154158215,23.72856352572377,0.03148854961832061,158,1048,2.202839756592292,16,4.271946564885496
blackassign0090,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,0.129,0.11,0.9412,0.9412,17.676470588235293,31.067961165048544,19.497772701313536,0.05093632958801498,192,1335,2.100323624595469,53,4.306367041198502
blackassign0091,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,0.118,0.061,0.9972,0.9972,35.766666666666666,35.24305555555556,28.40388888888889,0.02577319587628866,203,1164,2.2065972222222223,27,4.540378006872852
blackassign0092,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,0.0,0.0,0.0,0.0,11.0,33.333333333333336,17.733333333333334,0.07692307692307693,2,13,2.1666666666666665,0,4.3076923076923075
blackassign0093,https://insights.blackcoffer.com/travel-and-tourism-outlook/,0.118,0.015,0.9728,0.9728,29.0,27.272727272727273,22.50909090909091,0.029411764705882353,24,204,1.9886363636363635,8,3.843137254901961
blackassign0094,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,0.096,0.138,-0.9956,-0.9956,20.73076923076923,31.141868512110726,20.749055097151984,0.04272801972062449,180,1217,2.1038062283737022,41,4.2226787181594085
blackassign0095,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,0.068,0.095,-0.9515,-0.9515,31.38888888888889,33.43558282208589,25.929788684389912,0.025604551920341393,109,703,2.168711656441718,11,4.056899004267425
blackassign0096,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,0.075,0.151,-0.9986,-0.9986,24.044444444444444,39.44353518821604,25.395191853064194,0.03731343283582089,241,1206,2.3191489361702127,5,4.6583747927031505
blackassign0097,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,0.094,0.096,-0.7631,-0.7631,39.0,27.84552845528455,26.73821138211382,0.02278481012658228,137,1185,2.0060975609756095,27,4.10464135021097
blackassign0098,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,0.036,0.0,0.6486,0.6486,47.666666666666664,29.896907216494846,31.025429553264605,0.01764705882352941,29,170,2.185567010309278,1,4.652941176470589
blackassign0099,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,0.0,0.0,0.0,0.0,3.5,60.0,25.400000000000002,0.2,3,10,2.8,0,5.1
blackassign0100,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,0.0,0.0,0.0,0.0,4.5,20.0,9.8,0.16666666666666666,1,12,1.8,0,3.8333333333333335
